Label,Text,Standard text,Desc
Knowledge,Business case development,Business case development,Business case development
Knowledge,Business continuity,Business continuity,"Develop internal infrastructure to ensure organisational resilience and maintenance of the availability, stability and integrity of critical systems, processes and stakeholders that support and drive key aspects of the business. This includes the planning, designing and testing contingency plans and setting up of internal systems and structures which are ready to respond to potential threats and maintain desired levels of continuity."
Knowledge,Business development,Business development,Business development
Knowledge,Business Development,Business Development,"Explore and establish strategic business opportunities for the organisation and translate market research and/or analysis into viable leads. This would encompass identification of new markets and potential customers, active generation and pursuit of leads and commercial opportunities, regular engagement with relevant industries to introduce and promote the organisation's IT products, services or offerings"
Knowledge,Knowledge of sales and business development,Business development,Business development
Knowledge,Business environment analysis,Business environment analysis,"Analyse data pertaining to the business landscape and environment, including competitor-analysis, trends and developments in laws and regulations and the impact on the business"
Knowledge,Business Impact Analysis,Business Impact Analysis,Business Impact Analysis
Knowledge,Business impact analysis,Business impact analysis,Business impact analysis
Knowledge,Business innovation,Business innovation,Identify and evaluate digitisation and innovative business opportunities provided by new advancements in information and communication technology to establish new services or businesses to bridge the physical and digital worlds
Knowledge,Business mentality,Business Innovation,Business Innovation
Knowledge,Business Intelligence (BI),Business Intelligence (BI),Business Intelligence (BI)
Knowledge,Business needs analysis,Business needs analysis,"Identify and scope business requirements and priorities through rigorous information gathering and analysis as well as clarification of the solutions, initiatives and programmes to enable effective delivery. This also involves the development of a compelling and defensible business case and the articulation of the potential impact of the solution to the business"
Knowledge,Global business needs,Business needs analysis,Business needs analysis
Knowledge,Business awareness,Business negotiation,Business negotiation
Knowledge,Business negotiation,Business negotiation,Conduct negotiations to establish win-win outcomes for the organisation
Knowledge,Business Performance Management,Business Performance Management,"Implement organisational performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps"
Knowledge,Business process re-engineering,Business process re-engineering,"Analyse business processes and workflows within the organisation and identification of new approaches to completely redesign business activities or optimise performance, quality and speed of services or processes. This includes the exploration of automating and streamlining processes, evaluation of associated costs and benefits of redesigning business processes,  as well as the identification of the potential impact and the change management activities and resources required"
Knowledge,Business processes,Business processes,Business processes
Knowledge,Workflow processes,Business processes,Business processes
Knowledge,Business requirements mapping,Business requirements mapping,Map business requirements to existing processes to identify gaps or opportunities for possible solutions and evaluate impact of solutions against requirements to propose adjustments as needed
Knowledge,Understanding of business requirements,Business requirements mapping,Business requirements mapping
Knowledge,Business risk management,Business risk management,"Forecast and assess existing and potential IT risks which impact the operation and/or profitability to the business as well as the development and roll out company-wide strategies and processes to mitigate risks, minimise their impact or effectively manage such business risks"
Knowledge,Business understanding skills,Business understanding skills,Business understanding skills
Knowledge,Understanding of business goals,Business understanding skills,Business understanding skills
Knowledge,C#,C#,C#
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",C#,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,Microsoft C#,C#,C#
Knowledge,C++,C++,C++
Knowledge,Cabling knowledge,Cabling knowledge,Cabling knowledge
Knowledge,Knowledge of deployment techniques such as blue-green and canary,Canary,Knowledge of deployment techniques such as blue-green and canary
Knowledge,Knowledge of deployment techniques such as canary,Canary,Knowledge of deployment techniques such as canary
Knowledge,Responsible for car demos keys and test drive control,Car demos keys and test drive control,Responsible for car demos keys and test drive control
Knowledge,CCSP,CCSP,CCSP
Knowledge,CDK,CDK,CDK
Knowledge,Change management,Change management,Change management
Knowledge,Change management,Change management,"Plan and systematic execution of processes to facilitate the transition of individuals, teams and organisations to a desired end state in a manner that is seamless, sustainable and aligned with business objectives. This includes the redirection of resources, business processes, finances and operating models, as well as stakeholder engagement to facilitate implementation and maximise adoption."
Knowledge,Change management talent management,Change management,Change management
Knowledge,Change management talent management,Change management,Change management
Knowledge,Excellent change management skills,Change management,Change management
Knowledge,Excellent change management skills,Change management,Change management
Knowledge,ChatGPT,ChatGPT,ChatGPT
Knowledge,Chinese Mandarin fluency,Chinese Mandarin,Chinese Mandarin fluency
Knowledge,CI/CD,CI/CD,CI/CD
Knowledge,CISA,CISA,CISA
Knowledge,Cisco ACI,Cisco ACI,Cisco ACI
Knowledge,Cisco Call Manager,Cisco Call Manager,Cisco Call Manager
Knowledge,Cisco DNA,Cisco DNA,Cisco DNA
Knowledge,Cisco ISE,Cisco ISE,Cisco ISE
Knowledge,Cisco Network Hardware,Cisco Network Hardware,Cisco Network Hardware
Knowledge,Cisco site to site VPN,Cisco site to site VPN,Cisco site to site VPN
Knowledge,CISM,CISM,CISM
Knowledge,CISSP,CISSP,CISSP
Knowledge,Cloud,Cloud computing,Cloud
Knowledge,Cloud applications,Cloud computing,Cloud
Knowledge,Cloud Computing,Cloud computing,Cloud computing
Knowledge,Cloud computing,Cloud computing,Implement cloud solutions to enhance business performance and security of IT systems
Knowledge,Cloud development,Cloud computing,Cloud
Knowledge,Cloud Enabled Practices,Cloud computing,Cloud Enabled Practices
Knowledge,Cloud experience,Cloud computing,Cloud experience
Knowledge,Cloud native applications,Cloud computing,Cloud
Knowledge,Cloud network fundamentals,Cloud computing,Cloud
Knowledge,"Cloud platforms (OCI, Azure)",Cloud computing,"Cloud platforms (OCI, Azure)"
Knowledge,Cloud service offerings,Cloud computing,Cloud service offerings
Knowledge,Cloud services,Cloud computing,Cloud services
Knowledge,Cloud-based design,Cloud computing,Cloud-based design
Knowledge,Cloud-based services,Cloud computing,Cloud services
Knowledge,Cloud-based stack,Cloud computing,Cloud-based stack
Knowledge,Cloud-native development,Cloud computing,Cloud-native development
Knowledge,Cloud-native solutions,Cloud computing,Cloud-native solutions
Knowledge,Experience in cloud computing (1+ years),Cloud computing,Experience in cloud computing (1+ years)
Knowledge,Knowledge of cloud platform and workload security engineering for Azure and OCI,Cloud computing,Knowledge of cloud platform and workload security engineering for Azure and OCI
Knowledge,"Knowledge of cloud services deployment, monitoring, and debugging",Cloud computing,"Knowledge of cloud services deployment, monitoring, and debugging"
Knowledge,Public cloud technology.,Cloud computing,Public cloud technology.
Knowledge,Cloud patterns,Cloud patterns,Cloud patterns
Knowledge,Cloud Provider Ecosystems,Cloud Provider Ecosystems,Cloud Provider Ecosystems
Knowledge,Cloud security,Cloud security,Cloud security
Knowledge,Cloud security architecture,Cloud security architecture,Cloud security architecture
Knowledge,"Cloud technology knowledge (Google Cloud Platform, AWS)",Cloud technology,"Cloud technology knowledge (Google Cloud Platform, AWS)"
Knowledge,Cloud VPN knowledge,Cloud VPN,Cloud VPN knowledge
Knowledge,CloudFormation,CloudFormation,CloudFormation
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,CNC,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,COBIT,COBIT,COBIT
Knowledge,Code development,Code development,Code development
Knowledge,Commercial software development best practices,Commercial software development best practices,Commercial software development best practices
Knowledge,Common JS Modules,Common JS Modules,Common JS Modules
Knowledge,Comms/PR/AR integration,Comms,Comms/PR/AR integration
Knowledge,Adherence to policies and processes,Compliance,Adherence to policies and processes
Knowledge,Compliance knowledge,Compliance,Compliance knowledge
Knowledge,Knowledge of compliance metrics,Compliance,Compliance knowledge
Knowledge,Compliance frameworks,Compliance frameworks,Compliance frameworks
Knowledge,Component diagramming skills,Component diagramming,Component diagramming skills
Knowledge,Computer systems,Computational modeling,Computational modeling
Knowledge,Computational modelling,Computational modelling,"Develop, select and apply algorithms and advanced computational methods to enable systems or software agents to learn, improve, adapt and produce desired outcomes or tasks. This also involves the interpretation of data, including the application of data modelling techniques to explore and address a specific issues or requirements"
Knowledge,Computer networks,Computer networks,Computer networks
Knowledge,Computer science,Computer science,Computer science
Knowledge,Computer Science,Computer Science,Computer Science
Knowledge,Computer vision technology,Computer vision technology,Develop and deploy vision analytics algorithm and spatial sensing and/or reasoning systems
Knowledge,Conceptual patterns,Conceptual patterns,Conceptual patterns
Knowledge,Configuration tracking,Configuration tracking,"Track systematically and manage changes and revisions in software projects to ensure that all changes are accounted for and to protect assets against unauthorized change, diversion and inappropriate use"
Knowledge,Consolidation and relocation experience,Consolidation and relocation experience,Consolidation and relocation experience
Knowledge,Consolidation planning,Consolidation planning,Consolidation planning
Knowledge,Consumer Intelligence Analysis,Consumer Intelligence Analysis,"Devise frameworks for consumer intelligence analysis to develop an understanding of customer knowledge from various customer touch points, for example, Customer Relationship Management (CRM), Point-of-Sale (POS) and e-Commerce systems"
Knowledge,"Container orchestration (Docker, Kubernetes)",Container orchestration,"Container orchestration (Docker, Kubernetes)"
Knowledge,Containers,Containers,Containers
Knowledge,"Containers (Docker, Rancher, AKS, EKS)",Containers,"Containers (Docker, Rancher, AKS, EKS)"
Knowledge,Definition of content and communication style,Content and communication style,Definition of content and communication style
Knowledge,Content management,Content management,"Create, curate and manage the organisation's web assets and content using appropriate systems and platforms to engage prospects and customers on the organisation's value propositions"
Knowledge,Content Strategy,Content Strategy,Develop a content strategy to include the conceptualisation and mapping of digital storyboards as well as the optimisation of content delivery parameters to market the organisation's products and services
Knowledge,Strategy adjustment,Content Strategy,Content Strategy
Knowledge,Content syndication,Content syndication,Content syndication
Knowledge,Continous Integration and Continuous Deployment,Continous Integration,"Manage the planning, building, testing and integration of codes, and deployment of software changes and updates into a live environment"
Knowledge,Knowledge of Continuous Delivery,Continuous Delivery,Knowledge of Continuous Delivery
Knowledge,Continous Integration and Continuous Deployment,Continuous Deployment,"Manage the planning, building, testing and integration of codes, and deployment of software changes and updates into a live environment"
Knowledge,Continuous deployment,Continuous Deployment,Continuous deployment
Knowledge,Continuous Deployment,Continuous Deployment,Continuous Deployment
Knowledge,Continuous improvement,Continuous improvement,Continuous improvement
Knowledge,Continuous improvement of security practices.,Continuous improvement,Continuous improvement of security practices.
Knowledge,Continuous Integration,Continuous Integration,Continuous Integration
Knowledge,Experience creating Continuous Integration (CI) builds and deployment automation,Continuous Integration,Experience creating Continuous Integration (CI) builds and deployment automation
Knowledge,"Knowledge of Continuous Integration, Continuous Delivery, and Continuous Monitoring",Continuous Integration,Knowledge of Continuous Integration
Knowledge,Knowledge of Continuous Monitoring,Continuous Monitoring,Knowledge of Continuous Monitoring
Knowledge,Continuous Service Improvement,Continuous Service Improvement,Continuous Service Improvement
Knowledge,Contract Management,Contract Management,Formalise contracts and/or service level agreements with providers of products and services including measure and manage supplier performance and fulfilment of agreed-upon service level agreements. This includes resolution of contractual issues and maintenance of vendor and/or provider relationships
Knowledge,Control system programming,Control system programming,"Develop capabilities in areas of communications and remote operations by programming logic circuits and erasable programmable read-only memory for ships, rigs and/or conversions"
Knowledge,Core network,Core network,Core network
Knowledge,Core security processes,Core security processes,Core security processes
Knowledge,Corporate data management,Corporate data management,Corporate data management
Knowledge,CosmosDB,CosmosDB,CosmosDB
Knowledge,Creative design solutions,Creative design solutions,Creative design solutions
Knowledge,Crisis management,Crisis management,Develop and implement crisis management plans for organisational preparedness of disruptive events within the broader context of business continuity management
Knowledge,Cross-dc/cross-region replication patterns,Cross-dc/cross-region replication patterns,Cross-dc/cross-region replication patterns
Knowledge,Cross-technology troubleshooting,Cross-technology troubleshooting,Cross-technology troubleshooting
Knowledge,CSS,CSS,CSS
Knowledge,CSS experience,CSS,CSS experience
Knowledge,CSS proficiency,CSS,CSS
Knowledge,HTML/CSS,CSS,HTML/CSS
Knowledge,General understanding of currency exchange conversions,Currency exchange conversions,Currency exchange conversions
Knowledge,Customer behavior analysis,Customer behavior analysis,Customer behavior analysis
Knowledge,Customer Behaviour Analysis,Customer behavior analysis,Devise customer behaviour analysis tools and approaches and perform analysis on information pertaining to customer behaviours
Knowledge,Customer Experience Management,Customer Experience Management,"Develop and implement a cohesive end-to-end customer journey and experience to engage a population of customers with changing profiles, demands and buying patterns"
Knowledge,Customer experience management skills,Customer Experience Management,Customer Experience Management
Knowledge,Customer requirements,Customer requirements,Customer requirements
Knowledge,Customer-facing design,Customer-facing design,Customer-facing design
Knowledge,Customization management,Customization management,Customization management
Knowledge,Cyber and Data Breach Incident Management,Cyber and Data Breach Incident Management,"Detect and report cyber and data-related incidents, identify affected systems and user groups, trigger alerts and announcements to relevant stakeholders and efficient resolution of the situation"
Knowledge,Cyber forensics,Cyber forensics,"Develop and manage digital forensic investigation and reporting plan which specifies the tools, methods, procedures and practices to be used. This includes the collection, analysis and preservation of digital evidence in line with standard procedures and reporting of findings for legal proceedings"
Knowledge,Cyber Risk Management,Cyber Risk Management,"Develop cyber risk assessment and treatment techniques that can effectively pre-empt and identify significant security loopholes and weaknesses, demonstration of the business risks associated with these loopholes and provision of risk treatment and prioritisation strategies to effectively address the cyber-related risks, threats and vulnerabilities identified to ensure appropriate levels of protection, confidentiality, integrity and privacy in alignment with the security framework"
Knowledge,CyberArk PIM expertise,CyberArk PIM,CyberArk PIM
Knowledge,Anticipation and mitigation of security threats,Cybersecurity,Anticipation and mitigation of security threats
Knowledge,Cyber security,Cybersecurity,Knowledge of security threat modeling
Knowledge,Cyber security governance,Cybersecurity,Cybersecurity
Knowledge,Cyber-security threats,Cybersecurity,Cybersecurity
Knowledge,Cybersecurity,Cybersecurity,Cybersecurity
Knowledge,Cybersecurity awareness and training,Cybersecurity,Cybersecurity
Knowledge,Cybersecurity expertise,Cybersecurity,Cybersecurity
Knowledge,Cybersecurity knowledge,Cybersecurity,Cybersecurity
Knowledge,Cybersecurity operations,Cybersecurity,Cybersecurity
Knowledge,Cybersecurity principles,Cybersecurity,Cybersecurity
Knowledge,Cybersecurity technologies and controls implementation,Cybersecurity,Cybersecurity
Knowledge,IT/Cyber security experience,Cybersecurity,Cybersecurity
Knowledge,Knowledge of security threat modeling,Cybersecurity,Knowledge of security threat modeling
Knowledge,Stay updated on cybersecurity trends,Cybersecurity,Cybersecurity
Knowledge,Understanding of cyber risks,Cybersecurity,Understanding of cyber risks
Knowledge,CySA+,CySA+,CySA+
Knowledge,Data access,Data access,Data access
Knowledge,Data acquisition,Data acquisition,Data acquisition
Knowledge,Analysis of data,Data analysis,Analysis of data
Knowledge,Data analysis,Data analysis,Data analysis
Knowledge,Data analysis skills,Data analysis,Analysis of data
Knowledge,Data analytics,Data analysis,"Implementing data analytics within the organisation to generate business insights and intelligence through the use of statistical and computational techniques and tools, algorithms, predictive data modelling and data visualisation."
Knowledge,Data science and data analysis experience,Data analysis,Analysis of data
Knowledge,Database analysis,Data analysis,Analysis of data
Knowledge,Generation of information through data analysis,Data analysis,Analysis of data
Knowledge,Knowledge of data analysis tools such as IDEA,Data analysis,Analysis of data
Knowledge,Medium advanced data analysis,Data analysis,Analysis of data
Knowledge,Skill in data analysis,Data analysis,Analysis of data
Knowledge,Data Architecture,Data Architecture,Data Architecture
Knowledge,Data architecture framework,Data Architecture,Data architecture framework
Knowledge,Data center operations,Data center operations,Data center operations
Knowledge,Knowledge of data center operations and performance requirements,Data center operations,Knowledge of data center operations and performance requirements
Knowledge,Data center management,Data Centre Facilities Management,Data Centre Facilities Management
Knowledge,Data Centre Facilities Management,Data Centre Facilities Management,"Manage and maintain data centre resources, facilities and/or physical infrastructure to ensure smooth, stable and sustainable operations within data centres. This includes monitoring and managing energy supply requirements, availability and consumption, ensuring the necessary resources are in place to support a stable power supply and day-to-day management of data centre equipment. This involves the management of the physical environment / conditions within the data centre and implementation of security measures to safeguard the integrity of the data centre"
Knowledge,Data complexity management,Data complexity management,Data complexity management
Knowledge,Data design,Data design,"Specify and create a data structure or database model, including the setting of various parameters or fields that can be modified to suit different structured or unstructured data requirements, the design of data flow, as well as the development of mechanisms for maintenance, storage and retrieval of data based on the business requirements"
Knowledge,Data development,Data development,Data development
Knowledge,Data engineering,Data engineering,"Develop and implement efficient and stable processes to collect, store, extract, transform, load and integrate data at various stages in the data pipeline. This also involves processing varying amounts of data from a variety of sources and preparing data in a structure that is easily access and analysed according to business requirements"
Knowledge,Data ethics,Data ethics,"Apply legal and ethical principles in the collection, use, storage and disposal of data"
Knowledge,Data governance,Data governance,"Develop and implement guidelines, laws, and regulations across the organisation for the handling of data at various stages in its lifecycle as well as the provision of advice on proper data handling and resolution of data breaches in a range of complex, ambiguous or multi-faceted contexts"
Knowledge,Data life cycle management,Data life cycle management,Data life cycle management
Knowledge,Data lifecycle management,Data lifecycle management,Data lifecycle management
Knowledge,Data manageability,Data manageability,Data manageability
Knowledge,Data curation,Data migration,Data migration
Knowledge,Data migration,Data migration,Plan and perform activities to migrate data between computer storage types or file formats
Knowledge,Data modeling,Data modeling,Data modeling
Knowledge,Data Modeling,Data Modeling,Data Modeling
Knowledge,Data models,Data modeling,Data modeling
Knowledge,Data patterns,Data patterns,Data patterns
Knowledge,Data principles,Data principles,Data principles
Knowledge,Data processing,Data processing,Data processing
Knowledge,Data protection,Data protection,Data protection
Knowledge,Data protection management,Data protection management,Develop and implement a Data Protection Management Programme to comply with the Personal Data Protection Act 2012
Knowledge,Master data management,Data protection management,Data protection management
Knowledge,Data schema reengineering skills,Data schema reengineering skills,Data schema reengineering skills
Knowledge,Data science,Data science,Data science
Knowledge,Data security,Data security,Data security
Knowledge,Data sharing,Data sharing,Assess the value of data to achieve a competitive advantage and business objectives
Knowledge,Data standards,Data standards,Data standards
Knowledge,Data Strategy,Data Strategy,"Develop a robust and coherent data strategy and support architectures, policies, practices and procedures that enable the organisation to manage and utilise data in an effective manner. This includes introduction of innovative ways of organising, managing and integrating the data of the organisation to ensure their viability and ability to drive business value. It also includes the setting of information storage, sharing, handling and usage protocols to support alignment with relevant legislation and business strategies"
Knowledge,Data visualisation,Data visualisation,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience"
Knowledge,Data Visualisation and Storyboarding,Data Visualisation and Storyboarding,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience"
Knowledge,Data visualization,Data visualization,Data visualization
Knowledge,Data visualization analysis,Data visualization,Data visualization
Knowledge,Database Administration,Database Administration,"Perform Installation, coordination and upgrading of databases and database servers, performance monitoring and troubleshooting. This includes monitoring user access to database and optimisation of database performance, planning for backup and recovery, archived data maintenance and reporting"
Knowledge,Database design,Database design,Database design
Knowledge,Database Engineering,Database Engineering,Database Engineering
Knowledge,Database Management,Database Management,Database Management
Knowledge,Database management (PostgreSQL/MySQL),Database management,Database management (PostgreSQL/MySQL)
Knowledge,Database replication,Database replication,Database replication
Knowledge,DB Backup/Recovery,DB Backup/Recovery,DB Backup/Recovery
Knowledge,DB compliance,DB compliance,DB compliance
Knowledge,DB encryption,DB encryption,DB encryption
Knowledge,Definition of corrective measures,Definition of corrective measures,Definition of corrective measures
Knowledge,Definition of target audience,Definition of target audience,Definition of target audience
Knowledge,Analysis,Demand analysis,Demand analysis
Knowledge,Demand analysis,Demand analysis,Devise frameworks to assess market dynamics and execute analyses to uncover demand outlook of products or services
Knowledge,Deployment support,Deployment support,Deployment support
Knowledge,Design Concepts Generation,Design Concepts Generation,Build preliminary ideas on innovative design concepts and different ways to address needs and opportunities of target stakeholders
Knowledge,Design issues,Design issues,Design issues
Knowledge,Knowledge of security and privacy by design principles,Design principles,Knowledge of security and privacy by design principles
Knowledge,Design standards,Design standards,Design standards
Knowledge,Design thinking,Design thinking,Design thinking
Knowledge,Design thinking practice,Design thinking,"Manage design thinking methodologies and processes to solve specific challenges for the organisation, and guide stakeholders through the phases of inspiration, empathy, ideation and implementation"
Knowledge,Detailed design documents,Detailed design documents,Detailed design documents
Knowledge,Detailed design patterns,Detailed design patterns,Detailed design patterns
Knowledge,DevOps environment familiarity,DevOps,DevOps environment familiarity
Knowledge,DevSecOps knowledge,DevOps,DevSecOps knowledge
Knowledge,"DNS, DHCP, File and Printer server maintenance",DHCP,"DNS, DHCP, File and Printer server maintenance"
Knowledge,Digital design,Digital design,Digital design
Knowledge,Digital marketing strategy,Digital marketing strategy,Digital marketing strategy
Knowledge,Digital technologies,Digital technologies,Digital technologies
Knowledge,Technological alignment,Digital technologies,Digital technologies
Knowledge,Disaster recovery managment,Disaster recovery managment,"Develop and implement internal policies, processes and arrangements to guide and enable the prompt recovery of critical IT infrastructure and systems following a crisis or disaster. This includes monitoring the efficiency and effectiveness of response to significant incidents or disruptions and reviewing the organisation's disaster recovery plan and processes."
Knowledge,Distributed computing,Distributed computing,Distributed computing
Knowledge,Distributed microservices,Distributed microservices,Distributed microservices
Knowledge,Distributed system concepts knowledge,Distributed system,Distributed system concepts knowledge
Knowledge,Django,Django,Django
Knowledge,Django RESTful API,Django,Django RESTful API
Knowledge,DLP,DLP,DLP
Knowledge,DNS,DNS,DNS
Knowledge,"DNS, DHCP, File and Printer server maintenance",DNS,"DNS, DHCP, File and Printer server maintenance"
Knowledge,"Container orchestration (Docker, Kubernetes)",Docker,"Container orchestration (Docker, Kubernetes)"
Knowledge,"Containers (Docker, Rancher, AKS, EKS)",Docker,"Containers (Docker, Rancher, AKS, EKS)"
Knowledge,Docker,Docker,Docker
Knowledge,Docker knowledge,Docker,Docker
Knowledge,Experience in Docker and Containerization,Docker,Experience in Docker and Containerization
Knowledge,Knowledge of Docker and Containerization,Docker,Knowledge of Docker and Containerization
Knowledge,Custom program specification documentation,Documentation,Custom program specification documentation
Knowledge,Drupal,Drupal,Drupal
Knowledge,DynamoDB,DynamoDB,DynamoDB
Knowledge,DynamoDB experience,DynamoDB,DynamoDB experience
Knowledge,EIGRP,EIGRP,EIGRP
Knowledge,"Containers (Docker, Rancher, AKS, EKS)",EKS,"Containers (Docker, Rancher, AKS, EKS)"
Knowledge,ElasticSearch,ElasticSearch,ElasticSearch
Knowledge,Electronic Catalog programs,Electronic Catalog programs,Electronic Catalog programs
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,Electronics industrial automation,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,Embedded Software,Embedded Software,Embedded Software
Knowledge,Embedded systems diagramming skills,Embedded systems diagramming,Embedded systems diagramming skills
Knowledge,Embedded systems integration,Embedded systems integration,Implement control systems to perform pre-defined tasks and also real-time monitoring for the real world
Knowledge,Embedded systems interface design,Embedded systems interface design,"Design and set up interface and interconnections from or among sensors, through a network, to a main location, to enable transmission of information"
Knowledge,Embedded Systems Programming,Embedded Systems Programming,Program an embedded system using permitted programming interfaces provided by the system to support creation of devices that do not operate on traditional operating systems
Knowledge,Emerging technologies evaluation,Emerging technology synthesis,Emerging technology synthesis
Knowledge,Emerging technology synthesis,Emerging technology synthesis,"Monitor and integrate emerging technology trends and developments, structured data gathering for the identification of new and emerging technological products, services and techniques. In addition, the performance of cost-benefit analysis and evaluation of their relevance, viability, sustainability and potential value add to the business"
Knowledge,Evaluation of emerging technologies,Emerging technology synthesis,Emerging technology synthesis
Knowledge,Encryption technologies,Encryption technologies,Encryption technologies
Knowledge,Endpoint Protection,Endpoint Protection,Endpoint Protection
Knowledge,Endpoint security,Endpoint security,Endpoint security
Knowledge,Engineering,Engineering,Engineering
Knowledge,Engineering skills,Engineering skills,Engineering skills
Knowledge,English language proficiency,English language proficiency,English language proficiency
Knowledge,Enterprise architecture,Enterprise architecture,"Operationalise a business strategy on the planning and development of business structures and models to facilitate the evolution of a business to its desired future state. This involves the review and prioritisation of market trends, evaluation of alternative strategies, as well as the strategic evaluation and utilisation of enterprise capability and technology to support business requirements"
Knowledge,Enterprise Architecture collaboration,Enterprise architecture,Enterprise architecture
Knowledge,Enterprise database architecture strategy,Enterprise database architecture strategy,Enterprise database architecture strategy
Knowledge,Exadata Database Machine Architecture,Enterprise database architecture strategy,Enterprise database architecture strategy
Knowledge,Enterprise database platforms,Enterprise database platforms,Enterprise database platforms
Knowledge,Enterprise-wide requirements definition and management systems,Enterprise-wide requirements definition,Enterprise-wide requirements definition and management systems
Knowledge,"ERP knowledge (PP, MM, WM, QM)","ERP knowledge (PP, MM, WM, QM)","ERP knowledge (PP, MM, WM, QM)"
Knowledge,External consulting management,External consulting management,External consulting management
Knowledge,Detailed analysis,Failure analysis,Failure analysis
Knowledge,Failure analysis,Failure analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes
Knowledge,Failure analysis,Failure analysis,Failure analysis
Knowledge,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)",Figma,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)"
Knowledge,Figma,Figma,Figma
Knowledge,"DNS, DHCP, File and Printer server maintenance",File and printer server maintenance,"DNS, DHCP, File and Printer server maintenance"
Knowledge,Fiscal/tax solutions familiarity,Finance,Finance
Knowledge,Financial events,Financial events,Financial events
Knowledge,Financial industry knowledge,Financial industry knowledge,Financial industry knowledge
Knowledge,Fire protection planning skills,Fire protection planning skills,Fire protection planning skills
Knowledge,Firewall,Firewall,Firewall
Knowledge,Firewall functions,Firewall,Firewall
Knowledge,Firewalls,Firewall,Firewall
Knowledge,"Firewalls (ASA, Checkpoint)",Firewall,Firewall
Knowledge,NextGen Firewalls,Firewall,Firewall
Knowledge,Fluency in English and Spanish,Fluency in English and Spanish,Fluency in English and Spanish
Knowledge,English fluency,Fluent in English,Fluent in English
Knowledge,English proficiency,Fluent in English,English proficiency
Knowledge,Fluency in English language,Fluent in English,Fluent in English
Knowledge,Fluent English,Fluent in English,Fluent in English
Knowledge,Fluent in English,Fluent in English,Fluent in English
Knowledge,"Fluent in English (speaking, writing, reading)",Fluent in English,Fluent in English
Knowledge,Fluent in Spanish and English,Fluent in English,Fluent in English
Knowledge,Solid understanding of programming languages and frameworks,Frameworks,Solid understanding of programming languages and frameworks
Knowledge,Front-end development,Front-end,Front-end development
Knowledge,Front-end technologies,Front-end,Front-end technologies
Knowledge,FrontEnd Developer,Front-end,FrontEnd Developer
Knowledge,Frontend experience,Front-end,Frontend experience
Knowledge,Full stack systems,Full stack,Full stack systems
Knowledge,Full-stack engineering,Full stack,Full-stack engineering
Knowledge,Fullstack development,Full stack,Fullstack development
Knowledge,Functional analysis,Functional analysis,Functional analysis
Knowledge,"Experience in at least one of the following: AWS, GCP, Microsoft Azure, or",GCP,"Experience in at least one of the following: AWS, GCP, Microsoft Azure, or"
Knowledge,GCP,GCP,GCP
Knowledge,Generative AI,Generative AI,Generative AI
Knowledge,GEVA,GEVA,GEVA
Knowledge,GIS geoprocessing spatial analysis mapping,GIS geoprocessing spatial analysis mapping,GIS geoprocessing spatial analysis mapping
Knowledge,Git,Git,Git
Knowledge,Git proficiency,Git,Git
Knowledge,"Version control (Git, Bitbucket)",Git,"Version control (Git, Bitbucket)"
Knowledge,Version control using git,Git,"Version control (Git, Bitbucket)"
Knowledge,GitHub,GitHub,GitHub
Knowledge,Github,Github,Github
Knowledge,Github experience,Github,Github experience
Knowledge,Gitlab,Gitlab,Gitlab
Knowledge,"Application servers (GlassFish, Nginx, Kong)",GlassFish,"Application servers (GlassFish, Nginx, Kong)"
Knowledge,Global campaigns,Global campaigns,Global campaigns
Knowledge,Global environment experience,Global environment experience,Global environment experience
Knowledge,Go,Go,Go
Knowledge,Google Analytics,Google Analytics,Google Analytics
Knowledge,Google Cloud,Google Cloud,Google Cloud
Knowledge,"Cloud technology knowledge (Google Cloud Platform, AWS)",Google Cloud Platform,"Cloud technology knowledge (Google Cloud Platform, AWS)"
Knowledge,Governance,Governance,Governance
Knowledge,GraphQL experience,GraphQL experience,GraphQL experience
Knowledge,Guardium/other tools,Guardium,Guardium/other tools
Knowledge,Guidance provision,Guidance provision,Guidance provision
Knowledge,"Knowledge of software applications, operating systems, and hardware components",Hardware components,"Knowledge of software applications, operating systems, and hardware components"
Knowledge,deploying Applications using Helm Charts,Helm Charts,Deploying Applications using Helm Charts
